Name,Record ID,Organization Full Name,Trimmed Name,Shorthand,Type,Sub-Type,EIN,EIN searched,Parent Org,Website,Mission/Description,Network Membership,# Networks,Network Founder,Maps Managed,Tech Tools,People,Street,City,State,Zip,General Contact Email,Org Phone,Location Scope,Location Notes,Data Source,Tax Class/Subsection,Subsection Description,nonprofit class w description,NTEE Code,Goals,Category of Work,Methods,Self-Identified Ideology,Funder Type,External Schema,DFN Coding,Candid Subject,Candid Population,CC Primary Work,CC Topic(s),CC Work Area(s),CC Audiences,Link to Agora,2022 Revenue,2021 Revenue,2020 Revenue,2019 Revenue,2018 Revenue,2017 Revenue,2016 Revenue,2015 Revenue,Full Data,FLAG FOR REVIEW,Reason for flag/review,Flagged/unflagged by,Notes,Last modified,Created by,Orgs & Funders table,Latest Tax Year (from Link to Agora),DFN 990 data,Last modified by,Ruling Year,IRS Org Name,Resolved,Resolved by,Organization does not exist,Organization does not meet criteria for inclusion,Notes about not meeting criteria,Latitude,Longitude
Woodmen of the World Life Insurance Society,8499,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7332328,,,,,,0,,,,,1700 Farnam St Fl 7,Omaha,NE,68102,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8500,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7631130,,,,,,0,,,,,215 McElwain Rd,Swansea,SC,29160,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8501,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,58-1408688,,,,,,0,,,,,1509 Seven Knobs Rd,Gainesboro,TN,38562,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Life Insurance Society,8502,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7629159,,,,,,0,,,,,PO Box 122,Brantley,AL,36009,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8503,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7629723,,,,,,0,,,,,6241 Highway 96,Millport,AL,35576,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8504,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7629760,,,,,,0,,,,,12200 E State Route 69 Lot 355,Dewey,AZ,86327,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8505,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,59-2320669,,,,,,0,,,,,401 E Evans Ave,Bonifay,FL,32425,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Life Insurance Society,8506,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7630155,,,,,,0,,,,,103 Laguna Vista Ct,Chico,TX,76431,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,checked,chapter organization to be batched;,Breanna Bowyer,,4/23/2024,Rachel Fersh,,2022,,Breanna Bowyer,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8507,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7629557,,,,,,0,,,,,3879 Gordon Hwy,Harlem,GA,30814,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,checked,chapter organization to be batched;,Breanna Bowyer,,5/7/2024,Rachel Fersh,,2022,,Breanna Bowyer,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8508,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7629714,,,,,,0,,,,,2110 Delanie Dr,Selma,AL,36701,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8509,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7630263,,,,,,0,,,,,17615 Kickapoo Rd,Waller,TX,77484,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,checked,chapter organization to be batched;,Breanna Bowyer,,4/23/2024,Rachel Fersh,,2022,,Breanna Bowyer,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8510,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7631216,,,,,,0,,,,,505 Mardi Gras Rd,Carencro,LA,70520,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8511,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7629562,,,,,,0,,,,,PO Box 815,Louisville,GA,30434,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,checked,chapter organization to be batched;,Breanna Bowyer,,5/7/2024,Rachel Fersh,,2022,,Breanna Bowyer,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8512,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,74-2703824,,,,,,0,,,,,3901 Nubbin Hill Rd,Leslie,AR,72645,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8513,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,,,23-7628994,,,,BENEFIT MEMBERS IN EVERY STAGE OF LIFE,,0,,,,,345 W Chicago Ave,Pinebluff,NC,28373,,,Community/Local - single,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8514,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,81-0571920,,,,,,0,,,,,"PO Box 153, Keeseville NY 12944-0153",Keeseville,NY,12944,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8515,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,72-0781462,,,,,,0,,,,,383 Jacks Rd,Hessmer,LA,71341,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8516,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7628729,,,,,,0,,,,,68628 Redwood Rd,Walkerton,IN,46574,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8517,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7631044,,,,,,0,,,,,835 Nancy St,Mandeville,LA,70448,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8518,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7417739,,,,,,0,,,,,5902 Princess Ln,Nacogdoches,TX,75961,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,checked,chapter organization to be batched;,Breanna Bowyer,,4/23/2024,Rachel Fersh,,2022,,Breanna Bowyer,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8519,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,58-1652559,,,,,,0,,,,,1700 Farnam St,Omaha,NE,68102,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8520,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7631085,,,,,,0,,,,,RR 2 Box 328,Williston,SC,29853,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Life Insurance Society,8521,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7629483,,,,,,0,,,,,134 Cumberland St,Berlin,PA,15530,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,checked,chapter organization to be batched; ,Breanna Bowyer,,5/13/2024,Rachel Fersh,,2022,,Breanna Bowyer,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8522,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,63-0889305,,,,,,0,,,,,7770 County Road 47,Mc Kenzie,AL,36456,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8523,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7629585,,,,,,0,,,,,544 Pheasant Run Dr,Evans,GA,30809,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,checked,chapter organization to be batched;,Breanna Bowyer,,5/7/2024,Rachel Fersh,,2022,,Breanna Bowyer,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8524,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,58-1791408,,,,,,0,,,,,14414 River St,Blakely,GA,39823,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,checked,chapter organization to be batched;,Breanna Bowyer,,5/7/2024,Rachel Fersh,,,,Breanna Bowyer,,,,,,,,,
Woodmen of the World Life Insurance Society,8525,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7629740,,,,,,0,,,,,13301 US Highway 231,Troy,AL,36081,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8526,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,77-0657376,,,,,,0,,,,,919 Walnut St,Louisville,GA,30434,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,checked,chapter organization to be batched,Breanna Bowyer,,5/7/2024,Rachel Fersh,,2022,,Breanna Bowyer,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8527,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,61-0928368,,,,,,0,,,,,"102 Mt View Ln  Tollesboro, Ky 41189",Tollesboro,KY,41189,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8528,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7629081,,,,,,0,,,,,85 Longview Rd,Kelly,NC,28448,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8529,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7630427,,,,,,0,,,,,28233 Monroe Rd,Franklin,VA,23851,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8530,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7630204,,,,,,0,,,,,7808 Mullen Dr,Austin,TX,78757,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,checked,chapter organization to be batched;,Breanna Bowyer,,4/23/2024,Rachel Fersh,,2022,,Breanna Bowyer,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
