Name,City,State,Zip,EIN,Source,Goals,Category of Work,Methods,Focus Areas
Monadnock Family Services,Keene,NH,03431,026012230,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
Monroe Community College,Rochester,NY,14623,160849590,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
Monroe Senior Citizens Center Inc,Monroe,MI,48161,381679755,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education; Healthy Futures
"Montana Conservation Corps, Inc.",Bozeman,MT,59715,810467431,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Environmental Stewardship
Montana Legal Services Association,Helena,MT,59601,810298262,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity
Montclair State University,Montclair,NJ,07043,222912682,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Healthy Futures
"Monterey, County Of",Salinas,CA,93901,946002544,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
Montgomery Area Council On Aging,Montgomery,AL,36104,630634950,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Healthy Futures
"Montgomery County, Maryland",Rockville,MD,20850,526000980,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Healthy Futures
Monticello Area Community Action Agency,Charlottesville,VA,22901,540799964,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity
Montrose Grace Place,Houston,TX,77006,272773965,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity
More Than Words Inc,Waltham,MA,02453,042784985,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Education
Morehead State University,Morehead,KY,40351,611014029,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education; Environmental Stewardship; Healthy Futures
Morehouse College,Atlanta,GA,30314,580566205,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education
Mountain Projects Inc,Waynesville,NC,28786,560849092,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education; Healthy Futures
Mountainland Association of Governments,Orem,UT,84097,870294098,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education; Healthy Futures
Move for America,Saint Paul,MN,55105,861591260,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building
Movimiento para el Alcance de Vida Independiente,San Juan,PR,00907,660446732,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity
Mt Adams Institute,Trout Lake,WA,98650,453308913,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Environmental Stewardship
"Multi-County Community Service Agency, Inc.",Meridian,MS,39301,640440512,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
Multi-Service Center,Federal Way,WA,98003,237120815,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Urban/Rural Development
"Multnomah, County of",Portland,OR,97214,936002309,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
Municipal Housing Authority of The City of Utica New York,Utica,NY,13501,156000653,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Economic Opportunity; Veterans and Military Families
Municipio De San Juan,San Juan,PR,00918,660427034,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Disaster Services; Education; Healthy Futures
NACA-Inspired Schools Network,Albuquerque,NM,87102,472981893,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
"NAMI Georgia, Inc.",Atlanta,GA,30340,581466482,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Healthy Futures
NAMI Washington,Seattle,WA,98105,911689067,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Healthy Futures
NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE 3137 GREATER GRAND RA,Grand Rapids,MI,49507,386073279,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building
"NATIONAL COUNCIL ON THE AGING, INC.",Arlington,VA,22202,131932384,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Healthy Futures
NATIONALITIES SERVICE CENTER OF PHILADELPHIA PA,Philadelphia,PA,19107,231352336,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Economic Opportunity; Healthy Futures
NAVAJO NATION TRIBAL GOVERNMENT,Window Rock,AZ,86515,860092335,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
ND Senior Career Development,Dickinson,ND,58601,820659514,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
NEBRASKA DEPARTMENT OF HEALTH & HUMAN SERVICES,Lincoln,NE,68508,470491233,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity
"NEIGHBOR TO NEIGHBOR OF SOUTH CAROLINA, INC.",Myrtle Beach,SC,29572,203314190,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Healthy Futures
"NEIGHBORHOOD HOUSING SERVICES OF SOUTH FLORIDA, INC.",Miami,FL,33128,591845761,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Economic Opportunity
NEVADA VOLUNTEERS,Sparks,NV,89431,880377269,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Healthy Futures
NEW JERSEY DEPARTMENT OF ENVIRONMENTAL PROTECTION,Trenton,NJ,08608,216000928,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Environmental Stewardship
NEW MEXICO DEPARTMENT OF WORKFORCE SOLUTIONS,Albuquerque,NM,87102,856000577,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity
NEW ORLEANS COMMISSION ON THE BICENTENNIAL OF THE CONSTITUTION,New Orleans,LA,70112,726000969,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity
"NEW ORLEANS COUNCIL ON AGING, INC.",New Orleans,LA,70119,720634096,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Economic Opportunity; Healthy Futures
"NEW YORK, CITY OF",Long Island City,NY,11101,136400434,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Healthy Futures
NEW YORKERS FOR CHILDREN INC,New York,NY,10123,133904537,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education
"NJ COALITION TO END HOMELESSNESS, A NEW JERSEY NONPROFIT CORPORATION",Princeton,NJ,08540,453700939,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Economic Opportunity
NM AGING & LONG TERM SERVICE DEPARTMENT,Santa Fe,NM,87505,030584287,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity
NORFOLK STATE UNIVERSITY,Norfolk,VA,23504,546002808,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building
NORTH CAROLINA STATE UNIVERSITY,Raleigh,NC,27695,566000756,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
NORTH DAKOTA DEPARTMENT OF COMMERCE,Bismarck,ND,58503,450309764,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building
NORTH IOWA AREA COMMUNITY COLLEGE,Mason City,IA,50401,420930155,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
NORTHERN ARIZONA UNIVERSITY,Flagstaff,AZ,86011,742579628,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Disaster Services; Economic Opportunity; Education; Environmental Stewardship; Healthy Futures
NORTHERN KENTUCKY UNIVERSITY RESEARCH FOUNDATION INC,Newport,KY,41099,201787893,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Disaster Services; Economic Opportunity; Education; Healthy Futures
NORTHERN SANTA BARBARA COUNTY UNITED WAY INC,Santa Maria,CA,93454,956006513,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Veterans and Military Families
"NORTHWEST WISCONSIN COMMUNITY SERVICES AGENCY, INC",Superior,WI,54880,391091469,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Healthy Futures
NOT MY KID INC,Scottsdale,AZ,85254,860988329,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Healthy Futures
NOTRE DAME MISSION VOLUNTEER CORPORATION,Baltimore,MD,21239,043158741,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Economic Opportunity; Education; Healthy Futures
NPower INC,Brooklyn,NY,11201,134145441,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Veterans and Military Families
"NYC MESH, INC.",New York,NY,10003,842616395,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity
NYE COMMUNITIES COALITION,Pahrump,NV,89048,450496090,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Healthy Futures
Napa County Office of Education,Napa,CA,94559,946002406,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education
"Natchitoches, Parish Of",Natchitoches,LA,71457,726000934,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Healthy Futures
National Alliance of HUD Tenants,New York,NY,10024,043278192,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity
"National Forum for Black Public Administrators, Inc.",Washington,DC,20001,592364093,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Healthy Futures
National Lead for America Inc,Wichita,KS,67202,831839530,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity
National Legal Aid & Defender Association,Washington,DC,20006,362337880,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building
National Network of Public Health Institutes Inc,New Orleans,LA,70163,721505359,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Healthy Futures
National Nurse-Led Care Consortium,Philadelphia,PA,19102,010560081,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Healthy Futures
Native American Advancement Corporation,Bridgeton,NJ,08302,272313072,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Environmental Stewardship
"Natural Resources, Maryland Department of",Annapolis,MD,21401,526002033,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Environmental Stewardship
Nebraska Supreme Court,Lincoln,NE,68508,470491233,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
Neighborhood Reinvestment Corporation,Washington,DC,20002,521148078,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity
"Neighbors Building Neighborhoods, Inc.",Muskogee,OK,74401,731600003,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education
Neosho Co Comm Coll,Chanute,KS,66720,480698341,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Healthy Futures
Nevada Free Taxes Coalition,Las Vegas,NV,89103,472310242,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity
Nevada Outdoor School,Winnemucca,NV,89445,900087367,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Environmental Stewardship; Healthy Futures
Nevada Rural Counties RSVP Program Inc,Carson City,NV,89706,943164032,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Healthy Futures
New Albany Housing Authority,New Albany,IN,47150,356001612,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education; Healthy Futures
New Alpha Community Development Corporation,Florence,SC,29502,473582552,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Healthy Futures
New American Pathways,Atlanta,GA,30345,300130066,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Economic Opportunity; Education
New England Science & Sailing,Stonington,CT,06378,300245251,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
New Hampshire Coalition Against Domestic & Sexual Violence,Concord,NH,03301,020360151,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Economic Opportunity
New Jersey Community Development Corp,Paterson,NJ,07501,223282526,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education; Healthy Futures
"New Jersey YMCA State Alliance, Inc.",Trenton,NJ,08611,562467563,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education; Healthy Futures
New Life Furniture Bank of MA,Medfield,MA,02052,463642814,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity
"New Life Village, Inc.",Tampa,FL,33619,943454171,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Healthy Futures
New Opportunities Inc,Waterbury,CT,06702,066071847,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education; Healthy Futures
"New York Asian Women's Center, Inc.",New York,NY,10004,133286250,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Healthy Futures
