Name,EIN,Tax Class/Subsection,Shorthand,Type,Sub-Type,Parent Org,Website,Mission/Description,Network Founder,People,Street Address,City,State,Zip Code,General Contact Email,Org Phone,Location Scope,Methods,Category of Work,Funder Type,FLAG FOR REVIEW,Reason for flag/review,Self-Identified Ideology,Goals,Network Membership,Organization does not exist,Organization does not meet criteria for inclusion,Notes about not meeting criteria,Latitude,Longitude,Goal Created by AI
Riverside Nature Center Association,74-2538984,501(c)(3),,Practitioner Organization,,,https://riversidenaturecenter.org/,Advancing the stewardship of our natural environment.,,,150 Francisco Lemos St S,Kerrville,TX,78028,,(830) 257-4837,Community/Local - single,"Membership,Service and Volunteerism,Education",Civic Associations,,,,,Environmental Protection through Stakeholder and Citizen Engagement,,,,,30.048469,-99.1399464,
Texas A&M University - Central Texas,,,,"Academic Institution,Parent Only",,,https://www.tamuct.edu/,"Texas A&M University-Central Texas is a public, upper-level university offering baccalaureate and graduate degrees important to the region and the state. It is committed to high quality, rigorous, and innovative educational programs delivered in a variety of instructional modes to a diverse student population through exceptional teaching, service, and applied scholarship. With an emphasis on community engagement, the university employs emerging technology to enhance student learning and to nurture its partnerships with regional community colleges, the military presence in its region, and the community at large.",,,1001 Leadership Place,Kileen,TX,76549,,,,,,,,"how to tag academic institutions? 

tagging goals, methods, etc. for academic institutions unnecessary; servers as parent org for campus initiatives - resolved 04.25",,,SLSV,,,,NA,NA,
Killeen Creators,86-1477067,501(c)(3),,Practitioner Organization,,,https://www.killeencreators.org/,"Killeen Creators' Mission is to combat food insecurity, Post-Traumatic Stress Disorder (PTSD), and disenfranchisement through our Community Garden, ART of Recovery, and Civic Empowerment initiatives.",,Kristin Wright,701 N 10th St,Killeen,TX,76541,,(254) 213-2210,,"Education,Food Justice and Access,Service and Volunteerism",Civic Education / Learning,,,,,"Voter Engagement/Registration/Education,Civic Education",,,,,31.1171441,-97.727796,
Woodmen of the World Life Insurance Society,23-7630282,501(c)(8),,Practitioner Organization,Chapter,,,,,,123 W County Road 2195,Kingsville,TX,78363,,,,Service and Volunteerism,Service & Volunteerism,,,chapter organization to be batched;,,Service & Volunteerism,,,,,27.5158689,-97.856109,
Woodmen of the World Life Insurance Society,23-7630212,501(c)(8),,Practitioner Organization,Chapter,,,,,,4170 Cottonwood Rd,La Grange,TX,78945,,,,Service and Volunteerism,Service & Volunteerism,,,chapter organization to be batched;,,Service & Volunteerism,,,,,29.9080038,-96.8730449,
Woodmen of the World Omaha Woodmen Life Insurance Society,23-7630537,501(c)(8),,Practitioner Organization,Chapter,,,,,,PO Box 516,La Pryor,TX,78872,,,,Service and Volunteerism,Service & Volunteerism,,,chapter organization to be batched;,,Service & Volunteerism,,,,,28.9435813,-99.8435672,
Woodmen of the World Life Insurance Society,23-7630177,501(c)(8),,Practitioner Organization,Chapter,,,,,,6 Cameron Dr,Lampasas,TX,76550,,,,Service and Volunteerism,Service & Volunteerism,,,chapter organization to be batched;,,Service & Volunteerism,,,,,31.0644039,-98.1836796,
Texas A&M International University (TAMIU),74-1761398,,TAMIU,"Academic Institution,Parent Only",,,https://www.tamiu.edu/,"Texas A&M International University (TAMIU), a Member of The Texas A&M University System, prepares students for leadership roles in an increasingly complex, culturally diverse state, national, and global society. TAMIU provides a learning environment built on a solid academic foundation in the arts and sciences. The University offers a range of baccalaureate and master’s programs, the Doctor of Philosophy degree in International Business and the Doctor of Philosophy in Criminal Justice. In addition, the University pursues a progressive agenda for global study and understanding across all disciplines.",,,5201 University Boulevard,Laredo,TX,78041,,(956) 326-2001,,,,,,"how to tag academic institutions? - tagging goals, methods, etc. for larger institutions unnecessary, serves as parent org for campus initiatives - resolved 04/25",,,SLSV,,,,27.5056251,-99.5074517,
Woodmen of the World Life Insurance Society,74-2397437,501(c)(8),,Practitioner Organization,Chapter,,,,,,8774 Augusta Loop,Laredo,TX,78045,,,,Service and Volunteerism,Service & Volunteerism,,,chapter organization to be batched;,,Service & Volunteerism,,,,,27.5056251,-99.5074517,
Citizens News Guild Inc (a.k.a. Texas Scorecard),27-1553324,501(c)(3),a.k.a. Texas Scorecard,Practitioner Organization,Journalism/Media,,https://texasscorecard.com/,"Through news reporting and investigative journalism, Texas Scorecard provides citizens the knowledge they need to effectively dominate government and culture.

Texas Scorecard exists for the purpose of reporting on the advancement of self-governance in the Lone Star State, and beyond.",,Nathan Ofe,1501 Leander Dr Ste 1,Leander,TX,78641,info@texasscorecard.com,(888) 410-1836,State - single,"Communications,Podcasts/Radio,Online Video,Print and Digital Publication",Civic Media,,,should we add online publications as a method; no - readjusted print publication method - resolved 04/2024,,Civic Journalism,,,,,30.5736134,-97.8567339,
Texas Public Policy Action,46-1644218,501(c)(4),,Practitioner Organization,,,https://www.texaspolicy.com/,"The Foundation’s mission is to promote and defend liberty, personal responsibility, and free enterprise in Texas and the nation by educating and affecting policymakers and the Texas public policy debate with academically sound research and outreach.",,Greg  Sindelar,PO Box 312,Leander,TX,78646,,(512) 472-2700,State - single,"Research,Policy Advocacy and Analysis,Print and Digital Publication,Podcasts/Radio",Civic Research,,,,,"Voting Research,Policy Development,Election Protection",,,,,30.5736134,-97.8567339,
South Plains Community Action Association,751230219,,,,,,,,,,,Levelland,TX,79336,,,,Service and Volunteerism,Service & Volunteerism,,,,,Service & Volunteerism,,,,,33.5871311,-102.377698,
Communities In Schools of North Texas,752496426,,,,,,,,,,,Lewisville,TX,75067,,,,Service and Volunteerism,Service & Volunteerism,,,,,Service & Volunteerism,,,,,33.046233,-96.994174,
Woodmen of the World Omaha Woodmen Life Insurance Society,23-7449964,501(c)(8),,Practitioner Organization,Chapter,,,,,,673 Surf St,Lewisville,TX,75067,,,,Service and Volunteerism,Service & Volunteerism,,,chapter organization to be batched;,,Service & Volunteerism,,,,,33.046233,-96.994174,
Woodmen of the World Life Insurance Society,23-7630339,501(c)(8),,Practitioner Organization,Chapter,,,,,,202 E 26th St,Littlefield,TX,79339,,,,Service and Volunteerism,Service & Volunteerism,,,chapter organization to be batched;,,Service & Volunteerism,,,,,33.9189172,-102.332836,
Woodmen of the World Life Insurance Society,23-7630283,501(c)(8),,Practitioner Organization,Chapter,,,,,,116 N Rio Grande St,Lockhart,TX,78644,,,,Service and Volunteerism,Service & Volunteerism,,,chapter organization to be batched;,,Service & Volunteerism,,,,,29.8832105,-97.6736292,
Woodmen of the World Omaha Woodmen Life Insurance Society,23-7630252,501(c)(8),,Practitioner Organization,Chapter,,,,,,PO Box 325,Lone Star,TX,75668,,,,Service and Volunteerism,Service & Volunteerism,,,chapter organization to be batched;,,Service & Volunteerism,,,,,32.941589,-94.7094584,
Woodmen of the World Omaha Woodmen Life Insurance Society,23-7630199,501(c)(8),,Practitioner Organization,Chapter,,,,,,PO Box 186,Long Branch,TX,75669,,,,Service and Volunteerism,Service & Volunteerism,,,chapter organization to be batched;,,Service & Volunteerism,,,,,32.0729418,-94.5679837,
Woodmen of the World Omaha Woodmen Life Insurance Society,23-7630496,501(c)(8),,Practitioner Organization,Chapter,,,,,,1101 Town Lake Dr,Longview,TX,75601,,,,Service and Volunteerism,Service & Volunteerism,,,chapter organization to be batched;,,Service & Volunteerism,,,,,32.5007031,-94.74049,
Woodmen of the World Life Insurance Society,23-7630158,501(c)(8),,Practitioner Organization,Chapter,,,,,,136 Thiele Rd,Lorena,TX,76655,,,,Service and Volunteerism,Service & Volunteerism,,,chapter organization to be batched;,,Service & Volunteerism,,,,,31.3865592,-97.2155596,
Association for the Study of Free Institutions and Free Societies (ASFI),20-0639714,501(c)(3),ASFI,Practitioner Organization,,,,"The movement to create and multiply ""freedom studies"" programs has several specific objectives. It seeks to encourage and support faculty members and administrators who wish to establish new programs by putting them into communication with one another. It aims to provide them with information about model programs and to sponsor fora within which the challenges and opportunities involved in developing programs on free institutions can be discussed. And it seeks to generate the financial resources by which new programs can be launched or expanded. The Association for the Study of Free Institutions exists to encourage and mediate such activities.",,Carson Holloway,301 Wayne Ave,Lubbock,TX,79416,steve.balch@ttu.edu,(806) 834-8289,,"Education,Funding,Curriculum Development,Dialogue",,,,,,Patriotic Values,,,,,33.5855677,-101.8470215,
League of Women Voters of Lubbock,75-6037135,501(c)(4),,Practitioner Organization,Chapter,,http://www.lwvlubbock.org/,The League of Women Voters is a nonpartisan political organization encouraging the informed and active participation of citizens in government. It influences public policy through education and advocacy. We never support or oppose any political party or candidate.,,Carolie Mullan,1706 23rd St Ste 103,Lubbock,TX,79411,,(806) 744-0023,Community/Local - single,"Education,Membership",Voter Engagement,,,,,Voter Engagement/Registration/Education,,,,,33.5855677,-101.8470215,
Lubbock League of Women Voters Education Fund,75-2033550,501(c)(3),,Practitioner Organization,Chapter,,http://www.lwvlubbock.org/,The League of Women Voters is a nonpartisan political organization encouraging the informed and active participation of citizens in government. It influences public policy through education and advocacy. We never support or oppose any political party or candidate.,,Carolie Mullan,1706 23rd St Ste 103,Lubbock,TX,79411,,(806) 744-0023,Community/Local - single,"Education,Membership",Voter Engagement,,,,,Voter Engagement/Registration/Education,,,,,33.5855677,-101.8470215,
Texas Tech University Health Sciences Center,752668014,,,,,,,,,,,Lubbock,TX,79430,,,,Service and Volunteerism,Service & Volunteerism,,,,,Service & Volunteerism,,,,,33.5855677,-101.8470215,
Woodmen of the World Life Insurance Society,75-1742874,501(c)(8),,Practitioner Organization,Chapter,,,,,,6550 91st Pl,Lubbock,TX,79424,,,,Service and Volunteerism,Service & Volunteerism,,,chapter organization to be batched;,,Service & Volunteerism,,,,,33.5855677,-101.8470215,
Deep East Texas Council of Governments,751251001,,,,,,,,,,,Lufkin,TX,75904,,,,Service and Volunteerism,Service & Volunteerism,,,,,Service & Volunteerism,,,,,31.3386242,-94.7288558,
Woodmen of the World Life Insurance Society,23-7630217,501(c)(8),,Practitioner Organization,Chapter,,,,,,410 Hortons Hollow Rd,Lufkin,TX,75904,,,,Service and Volunteerism,Service & Volunteerism,,,chapter organization to be batched;,,Service & Volunteerism,,,,,31.3386242,-94.7288558,
Woodmen of the World Omaha Woodmen Life Insurance Society,23-7630320,501(c)(8),,Practitioner Organization,Chapter,,,,,,PO Box 381,Luling,TX,78648,,,,Service and Volunteerism,Service & Volunteerism,,,chapter organization to be batched;,,Service & Volunteerism,,,,,29.680314,-97.6473265,
Woodmen of the World Life Insurance Society,23-7630171,501(c)(8),,Practitioner Organization,Chapter,,,,,,7699 Boardwalk,Lumberton,TX,77657,,,,Service and Volunteerism,Service & Volunteerism,,,chapter organization to be batched;,,Service & Volunteerism,,,,,30.2655322,-94.1991444,
