"","Name","Record ID","Organization Full Name","Trimmed Name","Shorthand","Type","Sub-Type","EIN","EIN searched","Parent Org","Website","Mission/Description","Network Membership","# Networks","Network Founder","Maps Managed","Tech Tools","People","Street","City","State","Zip","General Contact Email","Org Phone","Location Scope","Location Notes","Data Source","Tax Class/Subsection","Subsection Description","nonprofit class w description","NTEE Code","Goals","Category of Work","Methods","Self-Identified Ideology","Funder Type","External Schema","DFN Coding","Candid Subject","Candid Population","CC Primary Work","CC Topic(s)","CC Work Area(s)","CC Audiences","Link to Agora","2022 Revenue","2021 Revenue","2020 Revenue","2019 Revenue","2018 Revenue","2017 Revenue","2016 Revenue","2015 Revenue","Full Data","FLAG FOR REVIEW","Reason for flag/review","Flagged/unflagged by","Notes","Last modified","Created by","Orgs & Funders table","Latest Tax Year (from Link to Agora)","DFN 990 data","Last modified by","Ruling Year","IRS Org Name","Resolved","Resolved by","Organization does not exist","Organization does not meet criteria for inclusion","Notes about not meeting criteria","Latitude","Longitude","lat","long"
"1268","Woodmen of the World Life Insurance Society",8522,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","63-0889305",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"7770 County Road 47","Mc Kenzie","AL",36456,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1269","Woodmen of the World Life Insurance Society",8523,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7629585",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"544 Pheasant Run Dr","Evans","GA",30809,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,"checked","chapter organization to be batched;","Breanna Bowyer",NA,"5/7/2024","Rachel Fersh",NA,2022,NA,"Breanna Bowyer",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,33.5143065,-82.1387819734912
"1270","Woodmen of the World Life Insurance Society",8524,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","58-1791408",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"14414 River St","Blakely","GA",39823,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"checked","chapter organization to be batched;","Breanna Bowyer",NA,"5/7/2024","Rachel Fersh",NA,NA,NA,"Breanna Bowyer",NA,NA,NA,NA,NA,NA,NA,NA,NA,31.3773475,-84.9343388
"1271","Woodmen of the World Life Insurance Society",8525,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7629740",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"13301 US Highway 231","Troy","AL",36081,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,31.8087678,-85.969951
"1272","Woodmen of the World Life Insurance Society",8526,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","77-0657376",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"919 Walnut St","Louisville","GA",30434,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,"checked","chapter organization to be batched","Breanna Bowyer",NA,"5/7/2024","Rachel Fersh",NA,2022,NA,"Breanna Bowyer",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,33.0015407,-82.4112377
"1273","Woodmen of the World Life Insurance Society",8527,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","61-0928368",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"102 Mt View Ln  Tollesboro, Ky 41189","Tollesboro","KY",41189,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,38.5595201,-83.5760258
"1274","Woodmen of the World Life Insurance Society",8528,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7629081",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"85 Longview Rd","Kelly","NC",28448,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,34.4599115,-78.3056046157639
"1275","Woodmen of the World Life Insurance Society",8529,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7630427",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"28233 Monroe Rd","Franklin","VA",23851,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,36.6776507,-76.9224609
"1276","Woodmen of the World Life Insurance Society",8530,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7630204",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"7808 Mullen Dr","Austin","TX",78757,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,"checked","chapter organization to be batched;","Breanna Bowyer",NA,"4/23/2024","Rachel Fersh",NA,2022,NA,"Breanna Bowyer",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,30.2711286,-97.7436995
"1277","Woodmen of the World Life Insurance Society",8531,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7335236",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"790 Rodell Barrow Rd","La Grange","NC",28551,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,35.3068293,-77.7880338
"1278","Woodmen of the World Life Insurance Society",8532,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7629489",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"521 Captain Bloom Rd","Sunbury","PA",17801,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,"checked","chapter organization to be batched;","Breanna Bowyer",NA,"5/13/2024","Rachel Fersh",NA,2022,NA,"Breanna Bowyer",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,40.8619754,-76.7936252
"1279","Woodmen of the World Life Insurance Society",8533,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","54-1234460",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"185 Chest Ln","Cedar Bluff","VA",24609,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/26/2023","Rachel Fersh",NA,NA,NA,"Rachel Fersh",NA,NA,NA,NA,NA,NA,NA,NA,NA,37.0876141,-81.7590032
"1280","Woodmen of the World Life Insurance Society",8534,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7631234",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"23285 State Route 511","Wellington","OH",44090,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,41.1685867,-82.2175679
"1281","Woodmen of the World Life Insurance Society",8535,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7630266",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"117 N Pine Rd","Texas City","TX",77591,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,"checked","chapter organization to be batched;","Breanna Bowyer",NA,"4/23/2024","Rachel Fersh",NA,2022,NA,"Breanna Bowyer",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,29.396013,-94.9175485
"1282","Woodmen of the World Life Insurance Society",8536,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","51-0207545",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"1710 S Broadway Ave","Ada","OK",74820,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,34.7743383,-96.6783651
"1283","Woodmen of the World Life Insurance Society",8537,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7628980",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"315 E 12TH ST","WASHINGTON","NC",27889,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,35.5493702,-77.0535574
"1284","Woodmen of the World Life Insurance Society",8538,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7630704",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"1904 Alabama Ave","Panama City","FL",32405,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,30.1586518,-85.6602936
"1285","Woodmen of the World Life Insurance Society",8539,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7629058",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"PO Box 690575","Charlotte","NC",28227,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Unknown or not classified,Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/26/2023","Rachel Fersh",NA,NA,NA,"Rachel Fersh",NA,NA,NA,NA,NA,NA,NA,NA,NA,35.2272086,-80.8430827
"1286","Woodmen of the World Life Insurance Society",8540,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7631068",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"2281 Sumter Hwy","Kingstree","SC",29556,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,33.6676643,-79.8306265
"1287","Woodmen of the World Life Insurance Society",8541,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7630043",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"613 W Kiowa St","Marlow","OK",73055,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,34.6477329,-97.9579447
"1288","Woodmen of the World Life Insurance Society",8542,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","57-0812709",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"1331 Sawyer Rd","Marion","SC",29571,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,34.178216,-79.4006069
"1289","Woodmen of the World Life Insurance Society",8543,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7629004",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"607 Stewart Ave","Clinton","NC",28328,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,34.9979453,-78.3233325
"1290","Woodmen of the World Life Insurance Society",8544,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","58-1582767",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"6305 Highway 145","Carnesville","GA",30521,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,"checked","chapter organization to be batched;","Breanna Bowyer",NA,"5/7/2024","Rachel Fersh",NA,2022,NA,"Breanna Bowyer",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,34.3698266,-83.235155
"1291","Woodmen of the World Life Insurance Society",8545,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","33-0321969",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"27150 Shadel Rd Spc 199","Menifee","CA",92586,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,33.6864432,-117.1770437
"1292","Woodmen of the World Life Insurance Society",8546,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","74-2397437",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"8774 Augusta Loop","Laredo","TX",78045,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,"checked","chapter organization to be batched;","Breanna Bowyer",NA,"4/23/2024","Rachel Fersh",NA,2022,NA,"Breanna Bowyer",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,27.5056251,-99.5074517
"1293","Woodmen of the World Life Insurance Society",8547,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7629717",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"2217 Jackson Ave","Muscle Shoals","AL",35661,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,34.7436791,-87.6532615
"1294","Woodmen of the World Life Insurance Society",8548,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,NA,NA,"23-7629303",NA,NA,NA,"FRATERNAL BENEFIT SOCIETY",NA,0,NA,NA,NA,NA,"PO Box 806","Bourg","LA",70343,NA,NA,"Community/Local - single",NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,29.5535491,-90.6023096
